      1 GO:0000002	mitochondrial genome maintenance
     20 GO:0060255	regulation of macromolecule metabolic process
     21 GO:0006810	transport
     21 GO:0007275	multicellular organism development
     21 GO:0009056	catabolic process
     21 GO:0044248	cellular catabolic process
     21 GO:0048522	positive regulation of cellular process
     22 GO:0006139	nucleobase-containing compound metabolic process
     22 GO:0032501	multicellular organismal process
     22 GO:0043228	non-membrane-bounded organelle
     22 GO:0043232	intracellular non-membrane-bounded organelle
     23 GO:0031323	regulation of cellular metabolic process
     23 GO:0046483	heterocycle metabolic process
     23 GO:0048518	positive regulation of biological process
     23 GO:0051234	establishment of localization
     23 GO:1901576	organic substance biosynthetic process
     24 GO:0009058	biosynthetic process
     24 GO:0031981	nuclear lumen
     24 GO:0032502	developmental process
     24 GO:0044249	cellular biosynthetic process
     24 GO:0044267	cellular protein metabolic process
     24 GO:0044428	obsolete nuclear part
     24 GO:0048856	anatomical structure development
     25 GO:0006725	cellular aromatic compound metabolic process
     25 GO:0034641	cellular nitrogen compound metabolic process
     25 GO:0048519	negative regulation of biological process
     25 GO:1901360	organic cyclic compound metabolic process
     26 GO:0006950	response to stress
     26 GO:0019538	protein metabolic process
     27 GO:0005515	protein binding
     27 GO:0019222	regulation of metabolic process
     27 GO:0031974	membrane-enclosed lumen
     27 GO:0042221	response to chemical
     27 GO:0043233	organelle lumen
     27 GO:0051179	localization
     27 GO:0070013	intracellular organelle lumen
     29 GO:0005829	cytosol
     29 GO:0016043	cellular component organization
     30 GO:0016020	membrane
     30 GO:0044260	cellular macromolecule metabolic process
     31 GO:0051716	cellular response to stimulus
     34 GO:0005634	nucleus
     35 GO:0043170	macromolecule metabolic process
     35 GO:0071840	cellular component organization or biogenesis
     38 GO:1901564	organonitrogen compound metabolic process
     39 GO:0050794	regulation of cellular process
     40 GO:0003824	catalytic activity
     40 GO:0050896	response to stimulus
     41 GO:0005488	binding
     43 GO:0044446	obsolete intracellular organelle part
     43 GO:0050789	regulation of biological process
     44 GO:0006807	nitrogen compound metabolic process
     44 GO:0044422	obsolete organelle part
     45 GO:0065007	biological regulation
     47 GO:0044238	primary metabolic process
     47 GO:0044444	obsolete cytoplasmic part
     48 GO:0071704	organic substance metabolic process
     50 GO:0044237	cellular metabolic process
     53 GO:0008152	metabolic process
     54 GO:0043227	membrane-bounded organelle
     54 GO:0043231	intracellular membrane-bounded organelle
     55 GO:0043226	organelle
     55 GO:0043229	intracellular organelle
     56 GO:0005737	cytoplasm
     62 GO:0009987	cellular process
     64 GO:0003674	molecular_function
     64 GO:0005622	intracellular
     64 GO:0044424	obsolete intracellular part
     66 GO:0005623	obsolete cell
     66 GO:0044464	obsolete cell part
     67 GO:0005575	cellular_component
     68 GO:0008150	biological_process
