      1 GO:0000001	mitochondrion inheritance
      1 GO:0006450	regulation of translational fidelity
      1 GO:0006451	translational readthrough
      1 GO:0006471	protein ADP-ribosylation
      1 GO:0006474	N-terminal protein amino acid acetylation
      1 GO:0006480	N-terminal protein amino acid methylation
      1 GO:0006481	C-terminal protein methylation
      1 GO:0006482	protein demethylation
      1 GO:0006501	C-terminal protein lipidation
      1 GO:0006516	glycoprotein catabolic process
      1 GO:0006521	regulation of cellular amino acid metabolic process
      1 GO:0006524	alanine catabolic process
      1 GO:0006527	arginine catabolic process
      1 GO:0006530	asparagine catabolic process
      1 GO:0006532	aspartate biosynthetic process
      1 GO:0006534	cysteine metabolic process
      1 GO:0006538	glutamate catabolic process
      1 GO:0006543	glutamine catabolic process
      1 GO:0006544	glycine metabolic process
      1 GO:0006548	histidine catabolic process
      1 GO:0006550	isoleucine catabolic process
      1 GO:0006562	proline catabolic process
      1 GO:0006566	threonine metabolic process
      1 GO:0006567	threonine catabolic process
      1 GO:0006572	tyrosine catabolic process
      1 GO:0006573	valine metabolic process
      1 GO:0006580	ethanolamine metabolic process
      1 GO:0006587	serotonin biosynthetic process from tryptophan
      1 GO:0006592	ornithine biosynthetic process
      1 GO:0006593	ornithine catabolic process
      1 GO:0006607	NLS-bearing protein import into nucleus
      1 GO:0006610	ribosomal protein import into nucleus
      1 GO:0006621	protein retention in ER lumen
      1 GO:0006624	vacuolar protein processing
      1 GO:0006627	protein processing involved in protein targeting to mitochondrion
      1 GO:0006642	triglyceride mobilization
      1 GO:0006666	3-keto-sphinganine metabolic process
      1 GO:0006667	sphinganine metabolic process
      1 GO:0006670	sphingosine metabolic process
      1 GO:0006685	sphingomyelin catabolic process
      1 GO:0006686	sphingomyelin biosynthetic process
      1 GO:0006687	glycosphingolipid metabolic process
      1 GO:0006688	glycosphingolipid biosynthetic process
      1 GO:0006692	prostanoid metabolic process
      1 GO:0006693	prostaglandin metabolic process
      1 GO:0006700	C21-steroid hormone biosynthetic process
      1 GO:0006702	androgen biosynthetic process
      1 GO:0006703	estrogen biosynthetic process
      1 GO:0006710	androgen catabolic process
      1 GO:0006729	tetrahydrobiopterin biosynthetic process
      1 GO:0006730	one-carbon metabolic process
      1 GO:0006751	glutathione catabolic process
      1 GO:0006768	biotin metabolic process
      1 GO:0006779	porphyrin-containing compound biosynthetic process
      1 GO:0006787	porphyrin-containing compound catabolic process
      1 GO:0006797	polyphosphate metabolic process
      1 GO:0006799	polyphosphate biosynthetic process
      1 GO:0006829	zinc ion transport
      1 GO:0006842	tricarboxylic acid transport
      1 GO:0006843	mitochondrial citrate transmembrane transport
      1 GO:0006849	plasma membrane pyruvate transport
      1 GO:0006850	mitochondrial pyruvate transmembrane transport
      1 GO:0006864	pyrimidine nucleotide transport
      1 GO:0006868	glutamine transport
      1 GO:0006878	cellular copper ion homeostasis
      1 GO:0006921	cellular component disassembly involved in execution phase of apoptosis
      1 GO:0006949	syncytium formation
      1 GO:0006953	acute-phase response
      1 GO:0006968	cellular defense response
      1 GO:0006983	ER overload response
      1 GO:0006991	response to sterol depletion
      1 GO:0007009	plasma membrane organization
      1 GO:0007019	microtubule depolymerization
      1 GO:0007023	post-chaperonin tubulin folding pathway
      1 GO:0007026	negative regulation of microtubule depolymerization
      1 GO:0007053	spindle assembly involved in male meiosis
      1 GO:0007056	spindle assembly involved in female meiosis
      1 GO:0007057	spindle assembly involved in female meiosis I
      1 GO:0007084	mitotic nuclear envelope reassembly
      1 GO:0007100	mitotic centrosome separation
      1 GO:0007105	cytokinesis, site selection
      1 GO:0007113	endomitotic cell cycle
      1 GO:0007124	pseudohyphal growth
      1 GO:0007141	male meiosis I
      1 GO:0007144	female meiosis I
      1 GO:0007164	establishment of tissue polarity
      1 GO:0007173	epidermal growth factor receptor signaling pathway
      1 GO:0007179	transforming growth factor beta receptor signaling pathway
      1 GO:0007191	adenylate cyclase-activating dopamine receptor signaling pathway
      1 GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway
      1 GO:0007212	dopamine receptor signaling pathway
      1 GO:0007213	G protein-coupled acetylcholine receptor signaling pathway
      1 GO:0007218	neuropeptide signaling pathway
      1 GO:0007221	positive regulation of transcription of Notch receptor target
      1 GO:0007223	Wnt signaling pathway, calcium modulating pathway
      1 GO:0007249	I-kappaB kinase/NF-kappaB signaling
      1 GO:0007259	receptor signaling pathway via JAK-STAT
      1 GO:0007274	neuromuscular synaptic transmission
      1 GO:0007282	cystoblast division
      1 GO:0007294	germarium-derived oocyte fate determination
      1 GO:0007295	growth of a germarium-derived egg chamber
      1 GO:0007300	ovarian nurse cell to oocyte transport
      1 GO:0007303	cytoplasmic transport, nurse cell to oocyte
      1 GO:0007304	chorion-containing eggshell formation
      1 GO:0007306	eggshell chorion assembly
      1 GO:0007307	eggshell chorion gene amplification
      1 GO:0007312	oocyte nucleus migration involved in oocyte dorsal/ventral axis specification
      1 GO:0007316	pole plasm RNA localization
      1 GO:0007318	pole plasm protein localization
      1 GO:0007320	insemination
      1 GO:0007377	germ-band extension
      1 GO:0007416	synapse assembly
      1 GO:0007422	peripheral nervous system development
      1 GO:0007431	salivary gland development
      1 GO:0007465	R7 cell fate commitment
      1 GO:0007478	leg disc morphogenesis
      1 GO:0007480	imaginal disc-derived leg morphogenesis
      1 GO:0007482	haltere development
      1 GO:0007520	myoblast fusion
      1 GO:0007527	adult somatic muscle development
      1 GO:0007532	regulation of mating-type specific transcription, DNA-templated
      1 GO:0007553	regulation of ecdysteroid metabolic process
      1 GO:0007554	regulation of ecdysteroid biosynthetic process
      1 GO:0007562	eclosion
      1 GO:0007564	regulation of chitin-based cuticle tanning
      1 GO:0007571	age-dependent general metabolic decline
      1 GO:0007585	respiratory gaseous exchange by respiratory system
      1 GO:0007586	digestion
      1 GO:0007589	body fluid secretion
      1 GO:0007593	chitin-based cuticle sclerotization
      1 GO:0007595	lactation
      1 GO:0007608	sensory perception of smell
      1 GO:0007617	mating behavior
      1 GO:0007619	courtship behavior
      1 GO:0007620	copulation
      1 GO:0007622	rhythmic behavior
      1 GO:0007625	grooming behavior
      1 GO:0007631	feeding behavior
      1 GO:0007634	optokinetic behavior
      1 GO:0008049	male courtship behavior
      1 GO:0008053	mitochondrial fusion
      1 GO:0008057	eye pigment granule organization
      1 GO:0008065	establishment of blood-nerve barrier
      1 GO:0008076	voltage-gated potassium channel complex
      1 GO:0008093	cytoskeletal anchor activity
      1 GO:0008113	peptide-methionine (S)-S-oxide reductase activity
      1 GO:0008121	ubiquinol-cytochrome-c reductase activity
      1 GO:0008138	protein tyrosine/serine/threonine phosphatase activity
      1 GO:0008139	nuclear localization sequence binding
      1 GO:0008140	cAMP response element binding protein binding
      1 GO:0008143	poly(A) binding
      1 GO:0008146	sulfotransferase activity
      1 GO:0008153	para-aminobenzoic acid biosynthetic process
      1 GO:0008157	protein phosphatase 1 binding
      1 GO:0008177	succinate dehydrogenase (ubiquinone) activity
      1 GO:0008179	adenylate cyclase binding
      1 GO:0008195	phosphatidate phosphatase activity
      1 GO:0008206	bile acid metabolic process
      1 GO:0008210	estrogen metabolic process
      1 GO:0008214	protein dealkylation
      1 GO:0008242	omega peptidase activity
      1 GO:0008251	tRNA-specific adenosine deaminase activity
      1 GO:0008260	3-oxoacid CoA-transferase activity
      1 GO:0008272	sulfate transport
      1 GO:0008273	calcium, potassium:sodium antiporter activity
      1 GO:0008275	gamma-tubulin small complex
      1 GO:0008278	cohesin complex
      1 GO:0008301	DNA binding, bending
      1 GO:0008309	double-stranded DNA exodeoxyribonuclease activity
      1 GO:0008312	7S RNA binding
      1 GO:0008318	protein prenyltransferase activity
      1 GO:0008353	RNA polymerase II CTD heptapeptide repeat kinase activity
      1 GO:0008354	germ cell migration
      1 GO:0008362	chitin-based embryonic cuticle biosynthetic process
      1 GO:0008376	acetylgalactosaminyltransferase activity
      1 GO:0008395	steroid hydroxylase activity
      1 GO:0008398	sterol 14-demethylase activity
      1 GO:0008407	chaeta morphogenesis
      1 GO:0008410	CoA-transferase activity
      1 GO:0008413	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity
      1 GO:0008419	RNA lariat debranching enzyme activity
      1 GO:0008428	ribonuclease inhibitor activity
      1 GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
      1 GO:0008445	D-aspartate oxidase activity
      1 GO:0008446	GDP-mannose 4,6-dehydratase activity
      1 GO:0008448	N-acetylglucosamine-6-phosphate deacetylase activity
      1 GO:0008452	RNA ligase activity
      1 GO:0008470	isovaleryl-CoA dehydrogenase activity
      1 GO:0008479	queuine tRNA-ribosyltransferase activity
      1 GO:0008482	sulfite oxidase activity
      1 GO:0008494	translation activator activity
      1 GO:0008517	folic acid transmembrane transporter activity
      1 GO:0008521	acetyl-CoA transmembrane transporter activity
      1 GO:0008542	visual learning
      1 GO:0008554	sodium transmembrane transporter activity, phosphorylative mechanism
      1 GO:0008556	potassium transmembrane transporter activity, phosphorylative mechanism
      1 GO:0008569	ATP-dependent microtubule motor activity, minus-end-directed
      1 GO:0008586	imaginal disc-derived wing vein morphogenesis
      1 GO:0008609	alkylglycerone-phosphate synthase activity
      1 GO:0008614	pyridoxine metabolic process
      1 GO:0008617	guanosine metabolic process
      1 GO:0008635	activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c
      1 GO:0008645	hexose transmembrane transport
      1 GO:0008650	rRNA (uridine-2'-O-)-methyltransferase activity
      1 GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase activity
      1 GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity
      1 GO:0008720	D-lactate dehydrogenase activity
      1 GO:0008725	DNA-3-methyladenine glycosylase activity
      1 GO:0008796	bis(5'-nucleosyl)-tetraphosphatase activity
      1 GO:0008800	beta-lactamase activity
      1 GO:0008821	crossover junction endodeoxyribonuclease activity
      1 GO:0008828	dATP pyrophosphohydrolase activity
      1 GO:0008832	dGTPase activity
      1 GO:0008860	ferredoxin-NAD+ reductase activity
      1 GO:0008889	glycerophosphodiester phosphodiesterase activity
      1 GO:0008901	ferredoxin hydrogenase activity
      1 GO:0008930	methylthioadenosine nucleosidase activity
      1 GO:0008934	inositol monophosphate 1-phosphatase activity
      1 GO:0008962	phosphatidylglycerophosphatase activity
      1 GO:0008973	phosphopentomutase activity
      1 GO:0008977	prephenate dehydrogenase (NAD+) activity
      1 GO:0008987	quinolinate synthetase A activity
      1 GO:0008988	rRNA (adenine-N6-)-methyltransferase activity
      1 GO:0009000	selenocysteine lyase activity
      1 GO:0009019	tRNA (guanine-N1-)-methyltransferase activity
      1 GO:0009032	thymidine phosphorylase activity
      1 GO:0009039	urease activity
      1 GO:0009047	dosage compensation by hyperactivation of X chromosome
      1 GO:0009048	dosage compensation by inactivation of X chromosome
      1 GO:0009052	pentose-phosphate shunt, non-oxidative branch
      1 GO:0009061	anaerobic respiration
      1 GO:0009071	serine family amino acid catabolic process
      1 GO:0009080	pyruvate family amino acid catabolic process
      1 GO:0009094	L-phenylalanine biosynthetic process
      1 GO:0009099	valine biosynthetic process
      1 GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process
      1 GO:0009137	purine nucleoside diphosphate catabolic process
      1 GO:0009138	pyrimidine nucleoside diphosphate metabolic process
      1 GO:0009139	pyrimidine nucleoside diphosphate biosynthetic process
      1 GO:0009149	pyrimidine nucleoside triphosphate catabolic process
      1 GO:0009155	purine deoxyribonucleotide catabolic process
      1 GO:0009157	deoxyribonucleoside monophosphate biosynthetic process
