      1 GO:0000027	ribosomal large subunit assembly
      3 GO:0033044	regulation of chromosome organization
      3 GO:0033674	positive regulation of kinase activity
      3 GO:0033993	response to lipid
      3 GO:0034250	positive regulation of cellular amide metabolic process
      3 GO:0034728	nucleosome organization
      3 GO:0035091	phosphatidylinositol binding
      3 GO:0035107	appendage morphogenesis
      3 GO:0035114	imaginal disc-derived appendage morphogenesis
      3 GO:0035120	post-embryonic appendage morphogenesis
      3 GO:0035220	wing disc development
      3 GO:0035770	ribonucleoprotein granule
      3 GO:0035966	response to topologically incorrect protein
      3 GO:0035967	cellular response to topologically incorrect protein
      3 GO:0036464	cytoplasmic ribonucleoprotein granule
      3 GO:0036503	ERAD pathway
      3 GO:0042060	wound healing
      3 GO:0042144	vacuole fusion, non-autophagic
      3 GO:0042303	molting cycle
      3 GO:0042335	cuticle development
      3 GO:0042554	superoxide anion generation
      3 GO:0042594	response to starvation
      3 GO:0043209	myelin sheath
      3 GO:0043393	regulation of protein binding
      3 GO:0043405	regulation of MAP kinase activity
      3 GO:0043406	positive regulation of MAP kinase activity
      3 GO:0043408	regulation of MAPK cascade
      3 GO:0043410	positive regulation of MAPK cascade
      3 GO:0043413	macromolecule glycosylation
      3 GO:0043473	pigmentation
      3 GO:0043549	regulation of kinase activity
      3 GO:0043648	dicarboxylic acid metabolic process
      3 GO:0043902	positive regulation of multi-organism process
      3 GO:0044089	positive regulation of cellular component biogenesis
      3 GO:0044262	cellular carbohydrate metabolic process
      3 GO:0044389	ubiquitin-like protein ligase binding
      3 GO:0044391	ribosomal subunit
      3 GO:0044445	obsolete cytosolic part
      3 GO:0045047	protein targeting to ER
      3 GO:0045321	leukocyte activation
      3 GO:0045596	negative regulation of cell differentiation
      3 GO:0045664	regulation of neuron differentiation
      3 GO:0045666	positive regulation of neuron differentiation
      3 GO:0045727	positive regulation of translation
      3 GO:0045859	regulation of protein kinase activity
      3 GO:0045860	positive regulation of protein kinase activity
      3 GO:0045930	negative regulation of mitotic cell cycle
      3 GO:0046390	ribose phosphate biosynthetic process
      3 GO:0046906	tetrapyrrole binding
      3 GO:0048066	developmental pigmentation
      3 GO:0048284	organelle fusion
      3 GO:0048367	shoot system development
      3 GO:0048471	perinuclear region of cytoplasm
      3 GO:0048534	hematopoietic or lymphoid organ development
      3 GO:0048563	post-embryonic animal organ morphogenesis
      3 GO:0048569	post-embryonic animal organ development
      3 GO:0048589	developmental growth
      3 GO:0048666	neuron development
      3 GO:0048707	instar larval or pupal morphogenesis
      3 GO:0048736	appendage development
      3 GO:0048737	imaginal disc-derived appendage development
      3 GO:0048870	cell motility
      3 GO:0050665	hydrogen peroxide biosynthetic process
      3 GO:0050778	positive regulation of immune response
      3 GO:0050832	defense response to fungus
      3 GO:0050877	nervous system process
      3 GO:0051046	regulation of secretion
      3 GO:0051050	positive regulation of transport
      3 GO:0051099	positive regulation of binding
      3 GO:0051129	negative regulation of cellular component organization
      3 GO:0051147	regulation of muscle cell differentiation
      3 GO:0051169	nuclear transport
      3 GO:0051187	obsolete cofactor catabolic process
      3 GO:0051272	positive regulation of cellular component movement
      3 GO:0051301	cell division
      3 GO:0051347	positive regulation of transferase activity
      3 GO:0051674	localization of cell
      3 GO:0051817	modulation of process of other organism involved in symbiotic interaction
      3 GO:0060249	anatomical structure homeostasis
      3 GO:0060322	head development
      3 GO:0060341	regulation of cellular localization
      3 GO:0060562	epithelial tube morphogenesis
      3 GO:0061025	membrane fusion
      3 GO:0061919	process utilizing autophagic mechanism
      3 GO:0070279	vitamin B6 binding
      3 GO:0070784	regulation of growth of unicellular organism as a thread of attached cells
      3 GO:0070925	organelle assembly
      3 GO:0070972	protein localization to endoplasmic reticulum
      3 GO:0071103	DNA conformation change
      3 GO:0071236	cellular response to antibiotic
      3 GO:0071824	protein-DNA complex subunit organization
      3 GO:0071900	regulation of protein serine/threonine kinase activity
      3 GO:0071902	positive regulation of protein serine/threonine kinase activity
      3 GO:0072330	monocarboxylic acid biosynthetic process
      3 GO:0072359	circulatory system development
      3 GO:0072521	purine-containing compound metabolic process
      3 GO:0072599	establishment of protein localization to endoplasmic reticulum
      3 GO:0090558	plant epidermis development
      3 GO:0097421	liver regeneration
      3 GO:0097576	vacuole fusion
      3 GO:0098852	lytic vacuole membrane
      3 GO:0099503	secretory vesicle
      3 GO:0140030	modification-dependent protein binding
      3 GO:0140101	catalytic activity, acting on a tRNA
      3 GO:1900428	regulation of filamentous growth of a population of unicellular organisms
      3 GO:1901293	nucleoside phosphate biosynthetic process
      3 GO:1901342	regulation of vasculature development
      3 GO:1901568	fatty acid derivative metabolic process
      3 GO:1901699	cellular response to nitrogen compound
      3 GO:1901981	phosphatidylinositol phosphate binding
      3 GO:1901988	negative regulation of cell cycle phase transition
      3 GO:1901991	negative regulation of mitotic cell cycle phase transition
      3 GO:1902275	regulation of chromatin organization
      3 GO:1902532	negative regulation of intracellular signal transduction
      3 GO:1902806	regulation of cell cycle G1/S phase transition
      3 GO:1903320	regulation of protein modification by small protein conjugation or removal
      3 GO:1903409	reactive oxygen species biosynthetic process
      3 GO:1903530	regulation of secretion by cell
      3 GO:1903900	regulation of viral life cycle
      3 GO:1904018	positive regulation of vasculature development
      3 GO:1905269	positive regulation of chromatin organization
      3 GO:2000147	positive regulation of cell motility
      3 GO:2000217	regulation of invasive growth in response to glucose limitation
      3 GO:2001020	regulation of response to DNA damage stimulus
      3 GO:2001242	regulation of intrinsic apoptotic signaling pathway
      3 GO:2001252	positive regulation of chromosome organization
      4 GO:0000096	sulfur amino acid metabolic process
      4 GO:0000122	negative regulation of transcription by RNA polymerase II
      4 GO:0000139	Golgi membrane
      4 GO:0000322	storage vacuole
      4 GO:0000323	lytic vacuole
      4 GO:0000324	fungal-type vacuole
      4 GO:0000956	nuclear-transcribed mRNA catabolic process
      4 GO:0001666	response to hypoxia
      4 GO:0001817	regulation of cytokine production
      4 GO:0001889	liver development
      4 GO:0001932	regulation of protein phosphorylation
      4 GO:0001934	positive regulation of protein phosphorylation
      4 GO:0002683	negative regulation of immune system process
      4 GO:0002684	positive regulation of immune system process
      4 GO:0002697	regulation of immune effector process
      4 GO:0004175	endopeptidase activity
      4 GO:0005215	transporter activity
      4 GO:0005524	ATP binding
      4 GO:0005615	extracellular space
      4 GO:0005768	endosome
      4 GO:0006281	DNA repair
      4 GO:0006402	mRNA catabolic process
      4 GO:0006417	regulation of translation
      4 GO:0006753	nucleoside phosphate metabolic process
      4 GO:0006928	movement of cell or subcellular component
      4 GO:0006935	chemotaxis
      4 GO:0006970	response to osmotic stress
      4 GO:0007033	vacuole organization
      4 GO:0007283	spermatogenesis
      4 GO:0008168	methyltransferase activity
      4 GO:0008219	cell death
      4 GO:0008237	metallopeptidase activity
      4 GO:0008285	negative regulation of cell population proliferation
      4 GO:0009108	obsolete coenzyme biosynthetic process
      4 GO:0009117	nucleotide metabolic process
      4 GO:0009259	ribonucleotide metabolic process
      4 GO:0009451	RNA modification
      4 GO:0009532	plastid stroma
      4 GO:0009570	chloroplast stroma
      4 GO:0009611	response to wounding
      4 GO:0009615	response to virus
      4 GO:0009755	hormone-mediated signaling pathway
      4 GO:0009793	embryo development ending in seed dormancy
      4 GO:0009887	animal organ morphogenesis
      4 GO:0010154	fruit development
      4 GO:0010498	proteasomal protein catabolic process
      4 GO:0010608	posttranscriptional regulation of gene expression
      4 GO:0010720	positive regulation of cell development
      4 GO:0016054	organic acid catabolic process
      4 GO:0016209	antioxidant activity
      4 GO:0016482	cytosolic transport
      4 GO:0016485	protein processing
      4 GO:0016569	covalent chromatin modification
      4 GO:0016570	histone modification
      4 GO:0016741	transferase activity, transferring one-carbon groups
      4 GO:0016874	ligase activity
      4 GO:0016999	antibiotic metabolic process
      4 GO:0017076	purine nucleotide binding
      4 GO:0019216	regulation of lipid metabolic process
      4 GO:0019693	ribose phosphate metabolic process
      4 GO:0019842	vitamin binding
      4 GO:0030162	regulation of proteolysis
      4 GO:0030334	regulation of cell migration
      4 GO:0030554	adenyl nucleotide binding
      4 GO:0030684	preribosome
      4 GO:0031349	positive regulation of defense response
      4 GO:0032101	regulation of response to external stimulus
      4 GO:0032259	methylation
      4 GO:0032269	negative regulation of cellular protein metabolic process
      4 GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process
      4 GO:0032446	protein modification by small protein conjugation
      4 GO:0032555	purine ribonucleotide binding
      4 GO:0032559	adenyl ribonucleotide binding
      4 GO:0032880	regulation of protein localization
      4 GO:0032940	secretion by cell
      4 GO:0034248	regulation of cellular amide metabolic process
      4 GO:0034614	cellular response to reactive oxygen species
      4 GO:0034622	cellular protein-containing complex assembly
      4 GO:0035239	tube morphogenesis
      4 GO:0035639	purine ribonucleoside triphosphate binding
      4 GO:0035821	modulation of process of other organism
      4 GO:0036293	response to decreased oxygen levels
      4 GO:0036477	somatodendritic compartment
      4 GO:0042176	regulation of protein catabolic process
      4 GO:0042330	taxis
      4 GO:0042393	histone binding
      4 GO:0042542	response to hydrogen peroxide
      4 GO:0042578	phosphoric ester hydrolase activity
      4 GO:0042743	hydrogen peroxide metabolic process
      4 GO:0043005	neuron projection
      4 GO:0043025	neuronal cell body
      4 GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
      4 GO:0043414	macromolecule methylation
      4 GO:0043433	negative regulation of DNA-binding transcription factor activity
      4 GO:0043903	regulation of symbiotic process
      4 GO:0044087	regulation of cellular component biogenesis
      4 GO:0044297	cell body
      4 GO:0044403	symbiotic process
      4 GO:0044421	obsolete extracellular region part
      4 GO:0044430	obsolete cytoskeletal part
      4 GO:0044433	obsolete cytoplasmic vesicle part
      4 GO:0044463	obsolete cell projection part
      4 GO:0045088	regulation of innate immune response
      4 GO:0046395	carboxylic acid catabolic process
      4 GO:0046486	glycerolipid metabolic process
      4 GO:0046686	response to cadmium ion
      4 GO:0046777	protein autophosphorylation
      4 GO:0046890	regulation of lipid biosynthetic process
      4 GO:0048232	male gamete generation
      4 GO:0048316	seed development
      4 GO:0048608	reproductive structure development
      4 GO:0048646	anatomical structure formation involved in morphogenesis
      4 GO:0048729	tissue morphogenesis
      4 GO:0048878	chemical homeostasis
      4 GO:0050767	regulation of neurogenesis
      4 GO:0050769	positive regulation of neurogenesis
      4 GO:0050792	regulation of viral process
      4 GO:0051248	negative regulation of protein metabolic process
      4 GO:0051270	regulation of cellular component movement
      4 GO:0051960	regulation of nervous system development
      4 GO:0051962	positive regulation of nervous system development
      4 GO:0060284	regulation of cell development
      4 GO:0060429	epithelium development
      4 GO:0061008	hepaticobiliary system development
      4 GO:0061136	regulation of proteasomal protein catabolic process
      4 GO:0061458	reproductive system development
      4 GO:0062012	regulation of small molecule metabolic process
      4 GO:0070085	glycosylation
      4 GO:0070482	response to oxygen levels
      4 GO:0072593	reactive oxygen species metabolic process
      4 GO:0072594	establishment of protein localization to organelle
      4 GO:0072657	protein localization to membrane
      4 GO:0090087	regulation of peptide transport
      4 GO:0090150	establishment of protein localization to membrane
      4 GO:0098590	plasma membrane region
      4 GO:0098754	detoxification
      4 GO:0098796	membrane protein complex
      4 GO:0098869	cellular oxidant detoxification
      4 GO:0099402	plant organ development
      4 GO:0120038	obsolete plasma membrane bounded cell projection part
      4 GO:1901796	regulation of signal transduction by p53 class mediator
      4 GO:1901987	regulation of cell cycle phase transition
      4 GO:1901990	regulation of mitotic cell cycle phase transition
      4 GO:1903047	mitotic cell cycle process
      4 GO:1903050	regulation of proteolysis involved in cellular protein catabolic process
      4 GO:1903362	regulation of cellular protein catabolic process
      4 GO:1990234	transferase complex
      4 GO:1990748	cellular detoxification
      4 GO:2000058	regulation of ubiquitin-dependent protein catabolic process
      4 GO:2000145	regulation of cell motility
      4 GO:2001234	negative regulation of apoptotic signaling pathway
      5 GO:0000278	mitotic cell cycle
      5 GO:0000790	nuclear chromatin
      5 GO:0000902	cell morphogenesis
      5 GO:0001101	response to acid chemical
      5 GO:0002181	cytoplasmic translation
      5 GO:0003008	system process
      5 GO:0003677	DNA binding
      5 GO:0005102	signaling receptor binding
      5 GO:0005774	vacuolar membrane
      5 GO:0005856	cytoskeleton
      5 GO:0005975	carbohydrate metabolic process
      5 GO:0006364	rRNA processing
      5 GO:0006511	ubiquitin-dependent protein catabolic process
      5 GO:0007034	vacuolar transport
      5 GO:0007049	cell cycle
      5 GO:0007276	gamete generation
      5 GO:0007346	regulation of mitotic cell cycle
      5 GO:0008283	cell population proliferation
      5 GO:0008289	lipid binding
      5 GO:0009526	plastid envelope
      5 GO:0009896	positive regulation of catabolic process
      5 GO:0010038	response to metal ion
      5 GO:0010948	negative regulation of cell cycle process
      5 GO:0019941	modification-dependent protein catabolic process
      5 GO:0022402	cell cycle process
      5 GO:0030234	enzyme regulator activity
      5 GO:0031331	positive regulation of cellular catabolic process
      5 GO:0031668	cellular response to extracellular stimulus
      5 GO:0031669	cellular response to nutrient levels
      5 GO:0032504	multicellular organism reproduction
      5 GO:0032553	ribonucleotide binding
      5 GO:0032989	cellular component morphogenesis
      5 GO:0034976	response to endoplasmic reticulum stress
      5 GO:0040017	positive regulation of locomotion
      5 GO:0042325	regulation of phosphorylation
      5 GO:0042327	positive regulation of phosphorylation
      5 GO:0042995	cell projection
      5 GO:0043085	positive regulation of catalytic activity
      5 GO:0043632	modification-dependent macromolecule catabolic process
      5 GO:0043901	negative regulation of multi-organism process
      5 GO:0044434	obsolete chloroplast part
      5 GO:0044437	obsolete vacuolar part
      5 GO:0044451	obsolete nucleoplasm part
      5 GO:0044454	obsolete nuclear chromosome part
      5 GO:0045786	negative regulation of cell cycle
      5 GO:0046677	response to antibiotic
      5 GO:0046903	secretion
      5 GO:0046914	transition metal ion binding
      5 GO:0048193	Golgi vesicle transport
      5 GO:0048609	multicellular organismal reproductive process
      5 GO:0048732	gland development
      5 GO:0051051	negative regulation of transport
      5 GO:0051090	regulation of DNA-binding transcription factor activity
      5 GO:0051093	negative regulation of developmental process
      5 GO:0051098	regulation of binding
      5 GO:0051130	positive regulation of cellular component organization
      5 GO:0051338	regulation of transferase activity
      5 GO:0051604	protein maturation
      5 GO:0051606	detection of stimulus
      5 GO:0055086	nucleobase-containing small molecule metabolic process
      5 GO:0061024	membrane organization
      5 GO:0071496	cellular response to external stimulus
      5 GO:0080135	regulation of cellular response to stress
      5 GO:0090407	organophosphate biosynthetic process
      5 GO:0120025	plasma membrane bounded cell projection
      5 GO:1901615	organic hydroxy compound metabolic process
      5 GO:2001233	regulation of apoptotic signaling pathway
      6 GO:0000228	nuclear chromosome
      6 GO:0000302	response to reactive oxygen species
      6 GO:0000785	chromatin
      6 GO:0004672	protein kinase activity
      6 GO:0004674	protein serine/threonine kinase activity
      6 GO:0005576	extracellular region
      6 GO:0005743	mitochondrial inner membrane
      6 GO:0005773	vacuole
      6 GO:0006401	RNA catabolic process
      6 GO:0006412	translation
      6 GO:0006468	protein phosphorylation
      6 GO:0006575	cellular modified amino acid metabolic process
      6 GO:0006732	obsolete coenzyme metabolic process
      6 GO:0006955	immune response
      6 GO:0008284	positive regulation of cell population proliferation
      6 GO:0008610	lipid biosynthetic process
      6 GO:0008652	cellular amino acid biosynthetic process
      6 GO:0009968	negative regulation of signal transduction
      6 GO:0010564	regulation of cell cycle process
      6 GO:0010648	negative regulation of cell communication
      6 GO:0010942	positive regulation of cell death
      6 GO:0014070	response to organic cyclic compound
      6 GO:0016071	mRNA metabolic process
      6 GO:0016072	rRNA metabolic process
      6 GO:0019221	cytokine-mediated signaling pathway
      6 GO:0019866	organelle inner membrane
      6 GO:0019953	sexual reproduction
      6 GO:0022613	ribonucleoprotein complex biogenesis
      6 GO:0023057	negative regulation of signaling
      6 GO:0030163	protein catabolic process
      6 GO:0031347	regulation of defense response
      6 GO:0032787	monocarboxylic acid metabolic process
      6 GO:0032870	cellular response to hormone stimulus
      6 GO:0033365	protein localization to organelle
      6 GO:0034599	cellular response to oxidative stress
      6 GO:0034654	nucleobase-containing compound biosynthetic process
      6 GO:0035295	tube development
      6 GO:0035690	cellular response to drug
      6 GO:0040008	regulation of growth
      6 GO:0040011	locomotion
      6 GO:0040012	regulation of locomotion
      6 GO:0042254	ribosome biogenesis
      6 GO:0042742	defense response to bacterium
      6 GO:0042803	protein homodimerization activity
      6 GO:0043065	positive regulation of apoptotic process
      6 GO:0043068	positive regulation of programmed cell death
      6 GO:0044092	negative regulation of molecular function
      6 GO:0044257	cellular protein catabolic process
      6 GO:0044272	sulfur compound biosynthetic process
      6 GO:0044459	obsolete plasma membrane part
      6 GO:0045597	positive regulation of cell differentiation
      6 GO:0045892	negative regulation of transcription, DNA-templated
      6 GO:0046983	protein dimerization activity
      6 GO:0050776	regulation of immune response
      6 GO:0051260	protein homooligomerization
      6 GO:0051603	proteolysis involved in cellular protein catabolic process
      6 GO:0070647	protein modification by small protein conjugation or removal
      6 GO:0097367	carbohydrate derivative binding
      6 GO:0097458	obsolete neuron part
      6 GO:0098791	Golgi apparatus subcompartment
      6 GO:1901607	alpha-amino acid biosynthetic process
      6 GO:1902494	catalytic complex
      6 GO:1902533	positive regulation of intracellular signal transduction
      6 GO:1902679	negative regulation of RNA biosynthetic process
      6 GO:1903507	negative regulation of nucleic acid-templated transcription
      7 GO:0000166	nucleotide binding
      7 GO:0003729	mRNA binding
      7 GO:0005740	mitochondrial envelope
      7 GO:0006325	chromatin organization
      7 GO:0007584	response to nutrient
      7 GO:0008233	peptidase activity
      7 GO:0009617	response to bacterium
      7 GO:0009791	post-embryonic development
      7 GO:0010035	response to inorganic substance
      7 GO:0010562	positive regulation of phosphorus metabolic process
      7 GO:0016462	pyrophosphatase activity
      7 GO:0016788	hydrolase activity, acting on ester bonds
      7 GO:0016817	hydrolase activity, acting on acid anhydrides
      7 GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
      7 GO:0018193	peptidyl-amino acid modification
      7 GO:0019220	regulation of phosphate metabolic process
      7 GO:0019637	organophosphate metabolic process
      7 GO:0022008	neurogenesis
      7 GO:0022603	regulation of anatomical structure morphogenesis
      7 GO:0031401	positive regulation of protein modification process
      7 GO:0031966	mitochondrial membrane
      7 GO:0034097	response to cytokine
      7 GO:0034470	ncRNA processing
      7 GO:0040007	growth
      7 GO:0043043	peptide biosynthetic process
      7 GO:0043066	negative regulation of apoptotic process
      7 GO:0043069	negative regulation of programmed cell death
      7 GO:0043169	cation binding
      7 GO:0044282	small molecule catabolic process
      7 GO:0044419	interspecies interaction between organisms
      7 GO:0044431	obsolete Golgi apparatus part
      7 GO:0044435	obsolete plastid part
      7 GO:0044703	multi-organism reproductive process
      7 GO:0045595	regulation of cell differentiation
      7 GO:0045937	positive regulation of phosphate metabolic process
      7 GO:0046872	metal ion binding
      7 GO:0048468	cell development
      7 GO:0048585	negative regulation of response to stimulus
      7 GO:0048699	generation of neurons
      7 GO:0050662	obsolete coenzyme binding
      7 GO:0051049	regulation of transport
      7 GO:0051174	regulation of phosphorus metabolic process
      7 GO:0051253	negative regulation of RNA metabolic process
      7 GO:0051259	protein complex oligomerization
      7 GO:0051726	regulation of cell cycle
      7 GO:0060548	negative regulation of cell death
      7 GO:0071345	cellular response to cytokine stimulus
      7 GO:0071495	cellular response to endogenous stimulus
      7 GO:0097237	cellular response to toxic substance
      7 GO:0098772	molecular function regulator
      7 GO:0140098	catalytic activity, acting on RNA
      7 GO:0140110	transcription regulator activity
      7 GO:1901265	nucleoside phosphate binding
      7 GO:1901605	alpha-amino acid metabolic process
      8 GO:0002376	immune system process
      8 GO:0002682	regulation of immune system process
      8 GO:0005759	mitochondrial matrix
      8 GO:0006259	DNA metabolic process
      8 GO:0006518	peptide metabolic process
      8 GO:0007166	cell surface receptor signaling pathway
      8 GO:0009636	response to toxic substance
      8 GO:0009725	response to hormone
      8 GO:0009894	regulation of catabolic process
      8 GO:0009967	positive regulation of signal transduction
      8 GO:0010558	negative regulation of macromolecule biosynthetic process
      8 GO:0010647	positive regulation of cell communication
      8 GO:0016021	integral component of membrane
      8 GO:0016192	vesicle-mediated transport
      8 GO:0019438	aromatic compound biosynthetic process
      8 GO:0023056	positive regulation of signaling
      8 GO:0031224	intrinsic component of membrane
      8 GO:0031329	regulation of cellular catabolic process
      8 GO:0033043	regulation of organelle organization
      8 GO:0034655	nucleobase-containing compound catabolic process
      8 GO:0035556	intracellular signal transduction
      8 GO:0042592	homeostatic process
      8 GO:0044427	obsolete chromosomal part
      8 GO:0045934	negative regulation of nucleobase-containing compound metabolic process
      8 GO:0051188	obsolete cofactor biosynthetic process
      8 GO:0051276	chromosome organization
      8 GO:0098542	defense response to other organism
      8 GO:1901135	carbohydrate derivative metabolic process
      8 GO:1901137	carbohydrate derivative biosynthetic process
      8 GO:1901701	cellular response to oxygen-containing compound
      8 GO:1990904	ribonucleoprotein complex
      8 GO:2000113	negative regulation of cellular macromolecule biosynthetic process
      9 GO:0003006	developmental process involved in reproduction
      9 GO:0005694	chromosome
      9 GO:0006396	RNA processing
      9 GO:0006790	sulfur compound metabolic process
      9 GO:0006974	cellular response to DNA damage stimulus
      9 GO:0006979	response to oxidative stress
      9 GO:0007399	nervous system development
      9 GO:0009507	chloroplast
      9 GO:0009719	response to endogenous stimulus
      9 GO:0009890	negative regulation of biosynthetic process
      9 GO:0016053	organic acid biosynthetic process
      9 GO:0016491	oxidoreductase activity
      9 GO:0017144	drug metabolic process
      9 GO:0031327	negative regulation of cellular biosynthetic process
      9 GO:0031399	regulation of protein modification process
      9 GO:0031410	cytoplasmic vesicle
      9 GO:0031982	vesicle
      9 GO:0034660	ncRNA metabolic process
      9 GO:0043900	regulation of multi-organism process
      9 GO:0044093	positive regulation of molecular function
      9 GO:0044255	cellular lipid metabolic process
      9 GO:0044877	protein-containing complex binding
      9 GO:0045944	positive regulation of transcription by RNA polymerase II
      9 GO:0046394	carboxylic acid biosynthetic process
      9 GO:0046700	heterocycle catabolic process
      9 GO:0048037	obsolete cofactor binding
      9 GO:0051094	positive regulation of developmental process
      9 GO:0097708	intracellular vesicle
      9 GO:0098805	whole membrane
      9 GO:1902531	regulation of intracellular signal transduction
      9 GO:2000026	regulation of multicellular organismal development
     10 GO:0005730	nucleolus
     10 GO:0005789	endoplasmic reticulum membrane
     10 GO:0006520	cellular amino acid metabolic process
     10 GO:0006629	lipid metabolic process
     10 GO:0006886	intracellular protein transport
     10 GO:0006952	defense response
     10 GO:0008144	drug binding
     10 GO:0009790	embryo development
     10 GO:0009991	response to extracellular stimulus
     10 GO:0010243	response to organonitrogen compound
     10 GO:0016773	phosphotransferase activity, alcohol group as acceptor
     10 GO:0018130	heterocycle biosynthetic process
     10 GO:0019439	aromatic compound catabolic process
     10 GO:0031667	response to nutrient levels
     10 GO:0042127	regulation of cell population proliferation
     10 GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network
     10 GO:0043604	amide biosynthetic process
     10 GO:0044270	cellular nitrogen compound catabolic process
     10 GO:0044432	obsolete endoplasmic reticulum part
     10 GO:0048584	positive regulation of response to stimulus
     10 GO:0050790	regulation of catalytic activity
     10 GO:0051240	positive regulation of multicellular organismal process
     10 GO:0055114	oxidation-reduction process
     10 GO:0065003	protein-containing complex assembly
     10 GO:0080134	regulation of response to stress
     10 GO:0098827	endoplasmic reticulum subcompartment
     10 GO:1901361	organic cyclic compound catabolic process
     11 GO:0005794	Golgi apparatus
     11 GO:0009057	macromolecule catabolic process
     11 GO:0009536	plastid
     11 GO:0009628	response to abiotic stimulus
     11 GO:0009888	tissue development
     11 GO:0015031	protein transport
     11 GO:0015833	peptide transport
     11 GO:0016301	kinase activity
     11 GO:0016310	phosphorylation
     11 GO:0016772	transferase activity, transferring phosphorus-containing groups
     11 GO:0032270	positive regulation of cellular protein metabolic process
     11 GO:0032879	regulation of localization
     11 GO:0042493	response to drug
     11 GO:0043207	response to external biotic stimulus
     11 GO:0044265	cellular macromolecule catabolic process
     11 GO:0045184	establishment of protein localization
     11 GO:0051707	response to other organism
     11 GO:1901362	organic cyclic compound biosynthetic process
     11 GO:1901565	organonitrogen compound catabolic process
     11 GO:1901698	response to nitrogen compound
     12 GO:0003723	RNA binding
     12 GO:0006357	regulation of transcription by RNA polymerase II
     12 GO:0006508	proteolysis
     12 GO:0009607	response to biotic stimulus
     12 GO:0031967	organelle envelope
     12 GO:0031975	envelope
     12 GO:0034613	cellular protein localization
     12 GO:0043168	anion binding
     12 GO:0043933	protein-containing complex subunit organization
     12 GO:0044283	small molecule biosynthetic process
     12 GO:0044429	obsolete mitochondrial part
     12 GO:0045893	positive regulation of transcription, DNA-templated
     12 GO:0051172	negative regulation of nitrogen compound metabolic process
     12 GO:0051186	obsolete cofactor metabolic process
     12 GO:0051239	regulation of multicellular organismal process
     12 GO:0051247	positive regulation of protein metabolic process
     12 GO:0051254	positive regulation of RNA metabolic process
     12 GO:0070727	cellular macromolecule localization
     12 GO:1902680	positive regulation of RNA biosynthetic process
     12 GO:1903508	positive regulation of nucleic acid-templated transcription
     13 GO:0009653	anatomical structure morphogenesis
     13 GO:0010629	negative regulation of gene expression
     13 GO:0010941	regulation of cell death
     13 GO:0016070	RNA metabolic process
     13 GO:0019899	enzyme binding
     13 GO:0022414	reproductive process
     13 GO:0022607	cellular component assembly
     13 GO:0036094	small molecule binding
     13 GO:0042886	amide transport
     13 GO:0042981	regulation of apoptotic process
     13 GO:0043067	regulation of programmed cell death
     13 GO:0043603	cellular amide metabolic process
     13 GO:0048513	animal organ development
     13 GO:0098588	bounding membrane of organelle
     14 GO:0005783	endoplasmic reticulum
     14 GO:0008104	protein localization
     14 GO:0009966	regulation of signal transduction
     14 GO:0010646	regulation of cell communication
     14 GO:0023051	regulation of signaling
     14 GO:0031324	negative regulation of cellular metabolic process
     14 GO:0032268	regulation of cellular protein metabolic process
     14 GO:0042802	identical protein binding
     14 GO:0045935	positive regulation of nucleobase-containing compound metabolic process
     14 GO:0046907	intracellular transport
     14 GO:0051649	establishment of localization in cell
     14 GO:0071702	organic substance transport
     14 GO:0071705	nitrogen compound transport
     15 GO:0000003	reproduction
     15 GO:0010605	negative regulation of macromolecule metabolic process
     15 GO:0019752	carboxylic acid metabolic process
     15 GO:0031984	organelle subcompartment
     15 GO:0033036	macromolecule localization
     15 GO:0050793	regulation of developmental process
     15 GO:0051128	regulation of cellular component organization
     15 GO:0051246	regulation of protein metabolic process
     15 GO:1901700	response to oxygen-containing compound
     16 GO:0003676	nucleic acid binding
     16 GO:0010557	positive regulation of macromolecule biosynthetic process
     16 GO:0010628	positive regulation of gene expression
     16 GO:0044271	cellular nitrogen compound biosynthetic process
     16 GO:0051641	cellular localization
     16 GO:0065009	regulation of molecular function
     16 GO:0071310	cellular response to organic substance
     17 GO:0005739	mitochondrion
     17 GO:0009059	macromolecule biosynthetic process
     17 GO:0009892	negative regulation of metabolic process
     17 GO:0030154	cell differentiation
     17 GO:0034645	cellular macromolecule biosynthetic process
     17 GO:0048869	cellular developmental process
     18 GO:0005886	plasma membrane
     18 GO:0006355	regulation of transcription, DNA-templated
     18 GO:0006796	phosphate-containing compound metabolic process
     18 GO:0007165	signal transduction
     18 GO:0010467	gene expression
     18 GO:0023052	signaling
     18 GO:0031090	organelle membrane
     18 GO:0033554	cellular response to stress
     18 GO:0043167	ion binding
     18 GO:0044085	cellular component biogenesis
     18 GO:0065008	regulation of biological quality
     18 GO:0090304	nucleic acid metabolic process
     18 GO:1903506	regulation of nucleic acid-templated transcription
     18 GO:2001141	regulation of RNA biosynthetic process
     19 GO:0005654	nucleoplasm
     19 GO:0006082	organic acid metabolic process
     19 GO:0006464	cellular protein modification process
     19 GO:0036211	protein modification process
     19 GO:0043436	oxoacid metabolic process
     19 GO:0044425	obsolete membrane part
     19 GO:0048583	regulation of response to stimulus
     19 GO:0051252	regulation of RNA metabolic process
