      1 GO:0000001	mitochondrion inheritance
      1 GO:0007164	establishment of tissue polarity
      1 GO:0007179	transforming growth factor beta receptor signaling pathway
      1 GO:0007204	positive regulation of cytosolic calcium ion concentration
      1 GO:0007205	protein kinase C-activating G protein-coupled receptor signaling pathway
      1 GO:0007215	glutamate receptor signaling pathway
      1 GO:0007216	G protein-coupled glutamate receptor signaling pathway
      1 GO:0007224	smoothened signaling pathway
      1 GO:0007229	integrin-mediated signaling pathway
      1 GO:0007266	Rho protein signal transduction
      1 GO:0007271	synaptic transmission, cholinergic
      1 GO:0007278	pole cell fate determination
      1 GO:0007279	pole cell formation
      1 GO:0007294	germarium-derived oocyte fate determination
      1 GO:0007304	chorion-containing eggshell formation
      1 GO:0007306	eggshell chorion assembly
      1 GO:0007307	eggshell chorion gene amplification
      1 GO:0007316	pole plasm RNA localization
      1 GO:0007319	negative regulation of oskar mRNA translation
      1 GO:0007339	binding of sperm to zona pellucida
      1 GO:0007342	fusion of sperm to egg plasma membrane involved in single fertilization
      1 GO:0007343	egg activation
      1 GO:0007368	determination of left/right symmetry
      1 GO:0007377	germ-band extension
      1 GO:0007403	glial cell fate determination
      1 GO:0007416	synapse assembly
      1 GO:0007430	terminal branching, open tracheal system
      1 GO:0007431	salivary gland development
      1 GO:0007435	salivary gland morphogenesis
      1 GO:0007447	imaginal disc pattern formation
      1 GO:0007450	dorsal/ventral pattern formation, imaginal disc
      1 GO:0007455	eye-antennal disc morphogenesis
      1 GO:0007478	leg disc morphogenesis
      1 GO:0007480	imaginal disc-derived leg morphogenesis
      1 GO:0007518	myoblast fate determination
      1 GO:0007525	somatic muscle development
      1 GO:0007527	adult somatic muscle development
      1 GO:0007535	donor selection
      1 GO:0007553	regulation of ecdysteroid metabolic process
      1 GO:0007554	regulation of ecdysteroid biosynthetic process
      1 GO:0007585	respiratory gaseous exchange by respiratory system
      1 GO:0007591	molting cycle, chitin-based cuticle
      1 GO:0007594	puparial adhesion
      1 GO:0007602	phototransduction
      1 GO:0007608	sensory perception of smell
      1 GO:0007617	mating behavior
      1 GO:0007618	mating
      1 GO:0007619	courtship behavior
      1 GO:0007631	feeding behavior
      1 GO:0007632	visual behavior
      1 GO:0007635	chemosensory behavior
      1 GO:0007638	mechanosensory behavior
      1 GO:0008013	beta-catenin binding
      1 GO:0008057	eye pigment granule organization
      1 GO:0008074	guanylate cyclase complex, soluble
      1 GO:0008081	phosphoric diester hydrolase activity
      1 GO:0008083	growth factor activity
      1 GO:0008103	oocyte microtubule cytoskeleton polarization
      1 GO:0008106	alcohol dehydrogenase (NADP+) activity
      1 GO:0008137	NADH dehydrogenase (ubiquinone) activity
      1 GO:0008153	para-aminobenzoic acid biosynthetic process
      1 GO:0008171	O-methyltransferase activity
      1 GO:0008177	succinate dehydrogenase (ubiquinone) activity
      1 GO:0008190	eukaryotic initiation factor 4E binding
      1 GO:0008201	heparin binding
      1 GO:0008205	ecdysone metabolic process
      1 GO:0008209	androgen metabolic process
      1 GO:0008230	ecdysone receptor holocomplex
      1 GO:0008231	repressor ecdysone receptor complex
      1 GO:0008236	serine-type peptidase activity
      1 GO:0008250	oligosaccharyltransferase complex
      1 GO:0008251	tRNA-specific adenosine deaminase activity
      1 GO:0008272	sulfate transport
      1 GO:0008274	gamma-tubulin ring complex
      1 GO:0008290	F-actin capping protein complex
      1 GO:0008306	associative learning
      1 GO:0008312	7S RNA binding
      1 GO:0008327	methyl-CpG binding
      1 GO:0008331	high voltage-gated calcium channel activity
      1 GO:0008344	adult locomotory behavior
      1 GO:0008347	glial cell migration
      1 GO:0008378	galactosyltransferase activity
      1 GO:0008407	chaeta morphogenesis
      1 GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity
      1 GO:0008460	dTDP-glucose 4,6-dehydratase activity
      1 GO:0008465	glycerate dehydrogenase activity
      1 GO:0008486	diphosphoinositol-polyphosphate diphosphatase activity
      1 GO:0008494	translation activator activity
      1 GO:0008535	respiratory chain complex IV assembly
      1 GO:0008542	visual learning
      1 GO:0008574	ATP-dependent microtubule motor activity, plus-end-directed
      1 GO:0008582	regulation of synaptic growth at neuromuscular junction
      1 GO:0008586	imaginal disc-derived wing vein morphogenesis
      1 GO:0008589	regulation of smoothened signaling pathway
      1 GO:0008609	alkylglycerone-phosphate synthase activity
      1 GO:0008611	ether lipid biosynthetic process
      1 GO:0008614	pyridoxine metabolic process
      1 GO:0008615	pyridoxine biosynthetic process
      1 GO:0008623	CHRAC
      1 GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors
      1 GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress
      1 GO:0008635	activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c
      1 GO:0008645	hexose transmembrane transport
      1 GO:0008655	pyrimidine-containing compound salvage
      1 GO:0008677	2-dehydropantoate 2-reductase activity
      1 GO:0008709	cholate 7-alpha-dehydrogenase activity
      1 GO:0008794	arsenate reductase (glutaredoxin) activity
      1 GO:0008795	NAD+ synthase activity
      1 GO:0008823	cupric reductase activity
      1 GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity
      1 GO:0008831	dTDP-4-dehydrorhamnose reductase activity
      1 GO:0008863	formate dehydrogenase (NAD+) activity
      1 GO:0008893	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity
      1 GO:0008901	ferredoxin hydrogenase activity
      1 GO:0008941	nitric oxide dioxygenase activity
      1 GO:0008976	polyphosphate kinase activity
      1 GO:0008988	rRNA (adenine-N6-)-methyltransferase activity
      1 GO:0009041	uridylate kinase activity
      1 GO:0009047	dosage compensation by hyperactivation of X chromosome
      1 GO:0009070	serine family amino acid biosynthetic process
      1 GO:0009071	serine family amino acid catabolic process
      1 GO:0009072	aromatic amino acid family metabolic process
      1 GO:0009073	aromatic amino acid family biosynthetic process
      1 GO:0009078	pyruvate family amino acid metabolic process
      1 GO:0009088	threonine biosynthetic process
      1 GO:0009113	purine nucleobase biosynthetic process
      1 GO:0009125	nucleoside monophosphate catabolic process
      1 GO:0009128	purine nucleoside monophosphate catabolic process
      1 GO:0009129	pyrimidine nucleoside monophosphate metabolic process
      1 GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process
      1 GO:0009136	purine nucleoside diphosphate biosynthetic process
      1 GO:0009138	pyrimidine nucleoside diphosphate metabolic process
      1 GO:0009139	pyrimidine nucleoside diphosphate biosynthetic process
      1 GO:0009148	pyrimidine nucleoside triphosphate biosynthetic process
      1 GO:0009151	purine deoxyribonucleotide metabolic process
      1 GO:0009157	deoxyribonucleoside monophosphate biosynthetic process
      1 GO:0009158	ribonucleoside monophosphate catabolic process
      1 GO:0009162	deoxyribonucleoside monophosphate metabolic process
      1 GO:0009163	nucleoside biosynthetic process
      1 GO:0009164	nucleoside catabolic process
      1 GO:0009169	purine ribonucleoside monophosphate catabolic process
      1 GO:0009176	pyrimidine deoxyribonucleoside monophosphate metabolic process
      1 GO:0009177	pyrimidine deoxyribonucleoside monophosphate biosynthetic process
      1 GO:0009180	purine ribonucleoside diphosphate biosynthetic process
      1 GO:0009186	deoxyribonucleoside diphosphate metabolic process
      1 GO:0009188	ribonucleoside diphosphate biosynthetic process
      1 GO:0009189	deoxyribonucleoside diphosphate biosynthetic process
      1 GO:0009196	pyrimidine deoxyribonucleoside diphosphate metabolic process
      1 GO:0009197	pyrimidine deoxyribonucleoside diphosphate biosynthetic process
      1 GO:0009202	deoxyribonucleoside triphosphate biosynthetic process
      1 GO:0009208	pyrimidine ribonucleoside triphosphate metabolic process
      1 GO:0009211	pyrimidine deoxyribonucleoside triphosphate metabolic process
      1 GO:0009212	pyrimidine deoxyribonucleoside triphosphate biosynthetic process
      1 GO:0009214	cyclic nucleotide catabolic process
      1 GO:0009215	purine deoxyribonucleoside triphosphate metabolic process
      1 GO:0009218	pyrimidine ribonucleotide metabolic process
      1 GO:0009229	thiamine diphosphate biosynthetic process
      1 GO:0009235	cobalamin metabolic process
      1 GO:0009237	siderophore metabolic process
      1 GO:0009298	GDP-mannose biosynthetic process
      1 GO:0009299	mRNA transcription
      1 GO:0009308	amine metabolic process
      1 GO:0009328	phenylalanine-tRNA ligase complex
      1 GO:0009330	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex
      1 GO:0009336	sulfate adenylyltransferase complex (ATP)
      1 GO:0009341	beta-galactosidase complex
      1 GO:0009368	endopeptidase Clp complex
      1 GO:0009378	four-way junction helicase activity
      1 GO:0009404	toxin metabolic process
      1 GO:0009407	toxin catabolic process
      1 GO:0009413	response to flooding
      1 GO:0009437	carnitine metabolic process
      1 GO:0009443	pyridoxal 5'-phosphate salvage
      1 GO:0009504	cell plate
      1 GO:0009514	glyoxysome
      1 GO:0009528	plastid inner membrane
      1 GO:0009554	megasporogenesis
      1 GO:0009583	detection of light stimulus
      1 GO:0009594	detection of nutrient
      1 GO:0009597	detection of virus
      1 GO:0009640	photomorphogenesis
      1 GO:0009644	response to high light intensity
      1 GO:0009649	entrainment of circadian clock
      1 GO:0009687	abscisic acid metabolic process
      1 GO:0009688	abscisic acid biosynthetic process
      1 GO:0009694	jasmonic acid metabolic process
      1 GO:0009695	jasmonic acid biosynthetic process
      1 GO:0009696	salicylic acid metabolic process
      1 GO:0009697	salicylic acid biosynthetic process
      1 GO:0009712	catechol-containing compound metabolic process
      1 GO:0009720	detection of hormone stimulus
      1 GO:0009726	detection of endogenous stimulus
      1 GO:0009729	detection of brassinosteroid stimulus
      1 GO:0009734	auxin-activated signaling pathway
      1 GO:0009738	abscisic acid-activated signaling pathway
      1 GO:0009757	hexose mediated signaling
      1 GO:0009767	photosynthetic electron transport chain
      1 GO:0009773	photosynthetic electron transport in photosystem I
      1 GO:0009787	regulation of abscisic acid-activated signaling pathway
      1 GO:0009794	regulation of mitotic cell cycle, embryonic
      1 GO:0009799	specification of symmetry
      1 GO:0009808	lignin metabolic process
      1 GO:0009809	lignin biosynthetic process
      1 GO:0009813	flavonoid biosynthetic process
      1 GO:0009825	multidimensional cell growth
      1 GO:0009832	plant-type cell wall biogenesis
      1 GO:0009838	abscission
      1 GO:0009840	chloroplastic endopeptidase Clp complex
      1 GO:0009846	pollen germination
      1 GO:0009847	spore germination
      1 GO:0009850	auxin metabolic process
      1 GO:0009853	photorespiration
      1 GO:0009855	determination of bilateral symmetry
      1 GO:0009862	systemic acquired resistance, salicylic acid mediated signaling pathway
      1 GO:0009870	defense response signaling pathway, resistance gene-dependent
      1 GO:0009911	positive regulation of flower development
      1 GO:0009918	sterol delta7 reductase activity
      1 GO:0009926	auxin polar transport
      1 GO:0009940	amino-terminal vacuolar sorting propeptide binding
      1 GO:0009950	dorsal/ventral axis specification
      1 GO:0009959	negative gravitropism
      1 GO:0009960	endosperm development
      1 GO:0009969	xyloglucan biosynthetic process
      1 GO:0010004	gastrulation involving germ band extension
      1 GO:0010014	meristem initiation
      1 GO:0010017	red or far-red light signaling pathway
      1 GO:0010018	far-red light signaling pathway
      1 GO:0010020	chloroplast fission
      1 GO:0010025	wax biosynthetic process
      1 GO:0010029	regulation of seed germination
      1 GO:0010032	meiotic chromosome condensation
      1 GO:0010044	response to aluminum ion
      1 GO:0010050	vegetative phase change
      1 GO:0010051	xylem and phloem pattern formation
      1 GO:0010052	guard cell differentiation
      1 GO:0010072	primary shoot apical meristem specification
      1 GO:0010103	stomatal complex morphogenesis
      1 GO:0010106	cellular response to iron ion starvation
      1 GO:0010114	response to red light
      1 GO:0010121	arginine catabolic process to proline via ornithine
      1 GO:0010142	farnesyl diphosphate biosynthetic process, mevalonate pathway
