      1 GO:0000027	ribosomal large subunit assembly
      6 GO:0032989	cellular component morphogenesis
      6 GO:0034097	response to cytokine
      6 GO:0034655	nucleobase-containing compound catabolic process
      6 GO:0040007	growth
      6 GO:0042742	defense response to bacterium
      6 GO:0043005	neuron projection
      6 GO:0043043	peptide biosynthetic process
      6 GO:0043065	positive regulation of apoptotic process
      6 GO:0043066	negative regulation of apoptotic process
      6 GO:0043068	positive regulation of programmed cell death
      6 GO:0043069	negative regulation of programmed cell death
      6 GO:0044092	negative regulation of molecular function
      6 GO:0044093	positive regulation of molecular function
      6 GO:0045595	regulation of cell differentiation
      6 GO:0045944	positive regulation of transcription by RNA polymerase II
      6 GO:0048193	Golgi vesicle transport
      6 GO:0048468	cell development
      6 GO:0048585	negative regulation of response to stimulus
      6 GO:0048732	gland development
      6 GO:0051188	obsolete cofactor biosynthetic process
      6 GO:0051240	positive regulation of multicellular organismal process
      6 GO:0051253	negative regulation of RNA metabolic process
      6 GO:0051276	chromosome organization
      6 GO:0051603	proteolysis involved in cellular protein catabolic process
      6 GO:0051604	protein maturation
      6 GO:0070647	protein modification by small protein conjugation or removal
      6 GO:0071345	cellular response to cytokine stimulus
      6 GO:0098542	defense response to other organism
      6 GO:0098805	whole membrane
      6 GO:0140098	catalytic activity, acting on RNA
      6 GO:1901615	organic hydroxy compound metabolic process
      7 GO:0005759	mitochondrial matrix
      7 GO:0005768	endosome
      7 GO:0006396	RNA processing
      7 GO:0006518	peptide metabolic process
      7 GO:0006952	defense response
      7 GO:0006979	response to oxidative stress
      7 GO:0008652	cellular amino acid biosynthetic process
      7 GO:0009888	tissue development
      7 GO:0009894	regulation of catabolic process
      7 GO:0009991	response to extracellular stimulus
      7 GO:0010035	response to inorganic substance
      7 GO:0010243	response to organonitrogen compound
      7 GO:0010558	negative regulation of macromolecule biosynthetic process
      7 GO:0016773	phosphotransferase activity, alcohol group as acceptor
      7 GO:0022008	neurogenesis
      7 GO:0031329	regulation of cellular catabolic process
      7 GO:0031667	response to nutrient levels
      7 GO:0032270	positive regulation of cellular protein metabolic process
      7 GO:0034660	ncRNA metabolic process
      7 GO:0035556	intracellular signal transduction
      7 GO:0042127	regulation of cell population proliferation
      7 GO:0042592	homeostatic process
      7 GO:0042995	cell projection
      7 GO:0044257	cellular protein catabolic process
      7 GO:0044270	cellular nitrogen compound catabolic process
      7 GO:0044282	small molecule catabolic process
      7 GO:0044427	obsolete chromosomal part
      7 GO:0044435	obsolete plastid part
      7 GO:0044459	obsolete plasma membrane part
      7 GO:0045934	negative regulation of nucleobase-containing compound metabolic process
      7 GO:0046700	heterocycle catabolic process
      7 GO:0048699	generation of neurons
      7 GO:0050662	obsolete coenzyme binding
      7 GO:0051186	obsolete cofactor metabolic process
      7 GO:0051726	regulation of cell cycle
      7 GO:0060548	negative regulation of cell death
      7 GO:0120025	plasma membrane bounded cell projection
      7 GO:1901607	alpha-amino acid biosynthetic process
      7 GO:1901698	response to nitrogen compound
      7 GO:1902531	regulation of intracellular signal transduction
      7 GO:2000026	regulation of multicellular organismal development
      7 GO:2000113	negative regulation of cellular macromolecule biosynthetic process
      8 GO:0003723	RNA binding
      8 GO:0005730	nucleolus
      8 GO:0006886	intracellular protein transport
      8 GO:0007399	nervous system development
      8 GO:0008144	drug binding
      8 GO:0008233	peptidase activity
      8 GO:0009507	chloroplast
      8 GO:0009890	negative regulation of biosynthetic process
      8 GO:0016053	organic acid biosynthetic process
      8 GO:0016301	kinase activity
      8 GO:0016310	phosphorylation
      8 GO:0016772	transferase activity, transferring phosphorus-containing groups
      8 GO:0018130	heterocycle biosynthetic process
      8 GO:0018193	peptidyl-amino acid modification
      8 GO:0019439	aromatic compound catabolic process
      8 GO:0030163	protein catabolic process
      8 GO:0031327	negative regulation of cellular biosynthetic process
      8 GO:0032879	regulation of localization
      8 GO:0033043	regulation of organelle organization
      8 GO:0042802	identical protein binding
      8 GO:0043207	response to external biotic stimulus
      8 GO:0043604	amide biosynthetic process
      8 GO:0044255	cellular lipid metabolic process
      8 GO:0045893	positive regulation of transcription, DNA-templated
      8 GO:0045935	positive regulation of nucleobase-containing compound metabolic process
      8 GO:0046394	carboxylic acid biosynthetic process
      8 GO:0046914	transition metal ion binding
      8 GO:0048037	obsolete cofactor binding
      8 GO:0051247	positive regulation of protein metabolic process
      8 GO:0051254	positive regulation of RNA metabolic process
      8 GO:0051707	response to other organism
      8 GO:0097458	obsolete neuron part
      8 GO:0098791	Golgi apparatus subcompartment
      8 GO:1901137	carbohydrate derivative biosynthetic process
      8 GO:1901361	organic cyclic compound catabolic process
      8 GO:1901605	alpha-amino acid metabolic process
      8 GO:1901700	response to oxygen-containing compound
      8 GO:1902680	positive regulation of RNA biosynthetic process
      8 GO:1903508	positive regulation of nucleic acid-templated transcription
      9 GO:0005694	chromosome
      9 GO:0005789	endoplasmic reticulum membrane
      9 GO:0006357	regulation of transcription by RNA polymerase II
      9 GO:0009607	response to biotic stimulus
      9 GO:0010629	negative regulation of gene expression
      9 GO:0015031	protein transport
      9 GO:0015833	peptide transport
      9 GO:0016021	integral component of membrane
      9 GO:0016491	oxidoreductase activity
      9 GO:0016788	hydrolase activity, acting on ester bonds
      9 GO:0022414	reproductive process
      9 GO:0031224	intrinsic component of membrane
      9 GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network
      9 GO:0042493	response to drug
      9 GO:0043168	anion binding
      9 GO:0043603	cellular amide metabolic process
      9 GO:0043933	protein-containing complex subunit organization
      9 GO:0044432	obsolete endoplasmic reticulum part
      9 GO:0045184	establishment of protein localization
      9 GO:0051239	regulation of multicellular organismal process
      9 GO:0065003	protein-containing complex assembly
      9 GO:0071310	cellular response to organic substance
      9 GO:0098827	endoplasmic reticulum subcompartment
      9 GO:1901135	carbohydrate derivative metabolic process
     10 GO:0000003	reproduction
     10 GO:0006629	lipid metabolic process
     10 GO:0009536	plastid
     10 GO:0009966	regulation of signal transduction
     10 GO:0010646	regulation of cell communication
     10 GO:0016192	vesicle-mediated transport
     10 GO:0022607	cellular component assembly
     10 GO:0023051	regulation of signaling
     10 GO:0031967	organelle envelope
     10 GO:0031975	envelope
     10 GO:0036094	small molecule binding
     10 GO:0042886	amide transport
     10 GO:0044283	small molecule biosynthetic process
     10 GO:0044431	obsolete Golgi apparatus part
     10 GO:0050793	regulation of developmental process
     10 GO:0051128	regulation of cellular component organization
     10 GO:0051172	negative regulation of nitrogen compound metabolic process
     10 GO:0065009	regulation of molecular function
     10 GO:1901362	organic cyclic compound biosynthetic process
     11 GO:0003676	nucleic acid binding
     11 GO:0005783	endoplasmic reticulum
     11 GO:0005794	Golgi apparatus
     11 GO:0006520	cellular amino acid metabolic process
     11 GO:0008104	protein localization
     11 GO:0010557	positive regulation of macromolecule biosynthetic process
     11 GO:0010605	negative regulation of macromolecule metabolic process
     11 GO:0010628	positive regulation of gene expression
     11 GO:0016070	RNA metabolic process
     11 GO:0019899	enzyme binding
     11 GO:0030154	cell differentiation
     11 GO:0032268	regulation of cellular protein metabolic process
     11 GO:0034613	cellular protein localization
     11 GO:0043169	cation binding
     11 GO:0044265	cellular macromolecule catabolic process
     11 GO:0046872	metal ion binding
     11 GO:0048513	animal organ development
     11 GO:0048583	regulation of response to stimulus
     11 GO:0048869	cellular developmental process
     11 GO:0055114	oxidation-reduction process
     11 GO:0070727	cellular macromolecule localization
     11 GO:0070887	cellular response to chemical stimulus
     11 GO:0098588	bounding membrane of organelle
     12 GO:0005654	nucleoplasm
     12 GO:0009628	response to abiotic stimulus
     12 GO:0009653	anatomical structure morphogenesis
     12 GO:0031324	negative regulation of cellular metabolic process
     12 GO:0031410	cytoplasmic vesicle
     12 GO:0031982	vesicle
     12 GO:0033036	macromolecule localization
     12 GO:0033554	cellular response to stress
     12 GO:0042981	regulation of apoptotic process
     12 GO:0043067	regulation of programmed cell death
     12 GO:0044429	obsolete mitochondrial part
     12 GO:0051246	regulation of protein metabolic process
     12 GO:0097708	intracellular vesicle
     13 GO:0006508	proteolysis
     13 GO:0007165	signal transduction
     13 GO:0009057	macromolecule catabolic process
     13 GO:0009891	positive regulation of biosynthetic process
     13 GO:0009892	negative regulation of metabolic process
     13 GO:0010604	positive regulation of macromolecule metabolic process
     13 GO:0010941	regulation of cell death
     13 GO:0019752	carboxylic acid metabolic process
     13 GO:0031328	positive regulation of cellular biosynthetic process
     13 GO:0044271	cellular nitrogen compound biosynthetic process
     13 GO:0046907	intracellular transport
     13 GO:0051649	establishment of localization in cell
     13 GO:0071702	organic substance transport
     13 GO:0071705	nitrogen compound transport
     13 GO:1901565	organonitrogen compound catabolic process
     14 GO:0006082	organic acid metabolic process
     14 GO:0006355	regulation of transcription, DNA-templated
     14 GO:0007154	cell communication
     14 GO:0009059	macromolecule biosynthetic process
     14 GO:0010033	response to organic substance
     14 GO:0023052	signaling
     14 GO:0034645	cellular macromolecule biosynthetic process
     14 GO:0043436	oxoacid metabolic process
     14 GO:0044085	cellular component biogenesis
     14 GO:0051173	positive regulation of nitrogen compound metabolic process
     14 GO:1903506	regulation of nucleic acid-templated transcription
     14 GO:2001141	regulation of RNA biosynthetic process
     15 GO:0005886	plasma membrane
     15 GO:0031325	positive regulation of cellular metabolic process
     15 GO:0051252	regulation of RNA metabolic process
     15 GO:0090304	nucleic acid metabolic process
     16 GO:0005739	mitochondrion
     16 GO:0006796	phosphate-containing compound metabolic process
     16 GO:0009893	positive regulation of metabolic process
     16 GO:0019219	regulation of nucleobase-containing compound metabolic process
     16 GO:0051641	cellular localization
     16 GO:0051704	multi-organism process
     16 GO:0065008	regulation of biological quality
     17 GO:0010467	gene expression
     17 GO:0031090	organelle membrane
     17 GO:0031984	organelle subcompartment
     17 GO:0043228	non-membrane-bounded organelle
     17 GO:0043232	intracellular non-membrane-bounded organelle
     17 GO:0071944	cell periphery
     18 GO:0006793	phosphorus metabolic process
     18 GO:0006996	organelle organization
     18 GO:0009605	response to external stimulus
     18 GO:0031981	nuclear lumen
     18 GO:0032991	protein-containing complex
     18 GO:0043167	ion binding
     18 GO:0044428	obsolete nuclear part
     19 GO:0006464	cellular protein modification process
     19 GO:0010556	regulation of macromolecule biosynthetic process
     19 GO:0036211	protein modification process
     19 GO:1901566	organonitrogen compound biosynthetic process
     19 GO:2000112	regulation of cellular macromolecule biosynthetic process
     20 GO:0006139	nucleobase-containing compound metabolic process
     20 GO:0009889	regulation of biosynthetic process
     20 GO:0010468	regulation of gene expression
     20 GO:0031326	regulation of cellular biosynthetic process
     20 GO:0044425	obsolete membrane part
     20 GO:0048523	negative regulation of cellular process
     20 GO:0048731	system development
     20 GO:0097159	organic cyclic compound binding
     20 GO:0140096	catalytic activity, acting on a protein
     20 GO:1901363	heterocyclic compound binding
     21 GO:0007275	multicellular organism development
     21 GO:0043412	macromolecule modification
     21 GO:0044281	small molecule metabolic process
     21 GO:0051171	regulation of nitrogen compound metabolic process
     21 GO:0060255	regulation of macromolecule metabolic process
     21 GO:0080090	regulation of primary metabolic process
     22 GO:0016740	transferase activity
     22 GO:0048519	negative regulation of biological process
     22 GO:0048522	positive regulation of cellular process
     22 GO:0051716	cellular response to stimulus
     23 GO:0006810	transport
     23 GO:0006950	response to stress
     23 GO:0012505	endomembrane system
     23 GO:0016787	hydrolase activity
     23 GO:0031323	regulation of cellular metabolic process
     23 GO:0032502	developmental process
     23 GO:0042221	response to chemical
     23 GO:0044248	cellular catabolic process
     23 GO:0048518	positive regulation of biological process
     23 GO:0048856	anatomical structure development
     23 GO:0051234	establishment of localization
     23 GO:1901575	organic substance catabolic process
     24 GO:0019222	regulation of metabolic process
     24 GO:0031974	membrane-enclosed lumen
     24 GO:0032501	multicellular organismal process
     24 GO:0043233	organelle lumen
     24 GO:0046483	heterocycle metabolic process
     24 GO:0051179	localization
     24 GO:0070013	intracellular organelle lumen
     25 GO:0006725	cellular aromatic compound metabolic process
     25 GO:0009056	catabolic process
     25 GO:0044267	cellular protein metabolic process
     26 GO:0005829	cytosol
     27 GO:0016043	cellular component organization
     27 GO:0034641	cellular nitrogen compound metabolic process
     28 GO:1901576	organic substance biosynthetic process
     29 GO:0005515	protein binding
     29 GO:1901360	organic cyclic compound metabolic process
     31 GO:0019538	protein metabolic process
     31 GO:0044249	cellular biosynthetic process
     31 GO:0044260	cellular macromolecule metabolic process
     31 GO:0071840	cellular component organization or biogenesis
     32 GO:0005634	nucleus
     33 GO:0009058	biosynthetic process
     36 GO:0050794	regulation of cellular process
     38 GO:0050789	regulation of biological process
     39 GO:0016020	membrane
     39 GO:0050896	response to stimulus
     42 GO:0043170	macromolecule metabolic process
     42 GO:0065007	biological regulation
     43 GO:0005488	binding
     45 GO:1901564	organonitrogen compound metabolic process
     50 GO:0044446	obsolete intracellular organelle part
     51 GO:0044422	obsolete organelle part
     55 GO:0006807	nitrogen compound metabolic process
     58 GO:0044444	obsolete cytoplasmic part
     59 GO:0044237	cellular metabolic process
     60 GO:0003824	catalytic activity
     60 GO:0044238	primary metabolic process
     63 GO:0071704	organic substance metabolic process
     66 GO:0043231	intracellular membrane-bounded organelle
     67 GO:0008152	metabolic process
     68 GO:0043226	organelle
     68 GO:0043227	membrane-bounded organelle
     68 GO:0043229	intracellular organelle
     72 GO:0009987	cellular process
     75 GO:0005737	cytoplasm
     78 GO:0003674	molecular_function
     82 GO:0005622	intracellular
     82 GO:0044424	obsolete intracellular part
     86 GO:0005575	cellular_component
     86 GO:0005623	obsolete cell
     86 GO:0008150	biological_process
     86 GO:0044464	obsolete cell part
