      1 GO:0000001	mitochondrion inheritance
      1 GO:0006924	activation-induced cell death of T cells
      1 GO:0006953	acute-phase response
      1 GO:0006968	cellular defense response
      1 GO:0006983	ER overload response
      1 GO:0006999	nuclear pore organization
      1 GO:0007000	nucleolus organization
      1 GO:0007021	tubulin complex assembly
      1 GO:0007042	lysosomal lumen acidification
      1 GO:0007044	cell-substrate junction assembly
      1 GO:0007053	spindle assembly involved in male meiosis
      1 GO:0007060	male meiosis chromosome segregation
      1 GO:0007076	mitotic chromosome condensation
      1 GO:0007079	mitotic chromosome movement towards spindle pole
      1 GO:0007097	nuclear migration
      1 GO:0007105	cytokinesis, site selection
      1 GO:0007107	membrane addition at site of cytokinesis
      1 GO:0007118	budding cell apical bud growth
      1 GO:0007124	pseudohyphal growth
      1 GO:0007141	male meiosis I
      1 GO:0007164	establishment of tissue polarity
      1 GO:0007175	negative regulation of epidermal growth factor-activated receptor activity
      1 GO:0007176	regulation of epidermal growth factor-activated receptor activity
      1 GO:0007179	transforming growth factor beta receptor signaling pathway
      1 GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger
      1 GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway
      1 GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway
      1 GO:0007205	protein kinase C-activating G protein-coupled receptor signaling pathway
      1 GO:0007215	glutamate receptor signaling pathway
      1 GO:0007216	G protein-coupled glutamate receptor signaling pathway
      1 GO:0007224	smoothened signaling pathway
      1 GO:0007229	integrin-mediated signaling pathway
      1 GO:0007266	Rho protein signal transduction
      1 GO:0007278	pole cell fate determination
      1 GO:0007279	pole cell formation
      1 GO:0007294	germarium-derived oocyte fate determination
      1 GO:0007297	ovarian follicle cell migration
      1 GO:0007298	border follicle cell migration
      1 GO:0007304	chorion-containing eggshell formation
      1 GO:0007306	eggshell chorion assembly
      1 GO:0007307	eggshell chorion gene amplification
      1 GO:0007316	pole plasm RNA localization
      1 GO:0007319	negative regulation of oskar mRNA translation
      1 GO:0007339	binding of sperm to zona pellucida
      1 GO:0007343	egg activation
      1 GO:0007348	regulation of syncytial blastoderm mitotic cell cycle
      1 GO:0007368	determination of left/right symmetry
      1 GO:0007403	glial cell fate determination
      1 GO:0007416	synapse assembly
      1 GO:0007422	peripheral nervous system development
      1 GO:0007430	terminal branching, open tracheal system
      1 GO:0007431	salivary gland development
      1 GO:0007435	salivary gland morphogenesis
      1 GO:0007447	imaginal disc pattern formation
      1 GO:0007450	dorsal/ventral pattern formation, imaginal disc
      1 GO:0007455	eye-antennal disc morphogenesis
      1 GO:0007478	leg disc morphogenesis
      1 GO:0007480	imaginal disc-derived leg morphogenesis
      1 GO:0007494	midgut development
      1 GO:0007518	myoblast fate determination
      1 GO:0007525	somatic muscle development
      1 GO:0007527	adult somatic muscle development
      1 GO:0007533	mating type switching
      1 GO:0007553	regulation of ecdysteroid metabolic process
      1 GO:0007554	regulation of ecdysteroid biosynthetic process
      1 GO:0007571	age-dependent general metabolic decline
      1 GO:0007585	respiratory gaseous exchange by respiratory system
      1 GO:0007589	body fluid secretion
      1 GO:0007593	chitin-based cuticle sclerotization
      1 GO:0007594	puparial adhesion
      1 GO:0007602	phototransduction
      1 GO:0007608	sensory perception of smell
      1 GO:0007617	mating behavior
      1 GO:0007618	mating
      1 GO:0007619	courtship behavior
      1 GO:0007632	visual behavior
      1 GO:0007635	chemosensory behavior
      1 GO:0007638	mechanosensory behavior
      1 GO:0008013	beta-catenin binding
      1 GO:0008057	eye pigment granule organization
      1 GO:0008065	establishment of blood-nerve barrier
      1 GO:0008083	growth factor activity
      1 GO:0008103	oocyte microtubule cytoskeleton polarization
      1 GO:0008106	alcohol dehydrogenase (NADP+) activity
      1 GO:0008137	NADH dehydrogenase (ubiquinone) activity
      1 GO:0008153	para-aminobenzoic acid biosynthetic process
      1 GO:0008171	O-methyltransferase activity
      1 GO:0008177	succinate dehydrogenase (ubiquinone) activity
      1 GO:0008179	adenylate cyclase binding
      1 GO:0008190	eukaryotic initiation factor 4E binding
      1 GO:0008198	ferrous iron binding
      1 GO:0008205	ecdysone metabolic process
      1 GO:0008209	androgen metabolic process
      1 GO:0008230	ecdysone receptor holocomplex
      1 GO:0008231	repressor ecdysone receptor complex
      1 GO:0008236	serine-type peptidase activity
      1 GO:0008242	omega peptidase activity
      1 GO:0008250	oligosaccharyltransferase complex
      1 GO:0008258	head involution
      1 GO:0008272	sulfate transport
      1 GO:0008290	F-actin capping protein complex
      1 GO:0008306	associative learning
      1 GO:0008308	voltage-gated anion channel activity
      1 GO:0008312	7S RNA binding
      1 GO:0008327	methyl-CpG binding
      1 GO:0008347	glial cell migration
      1 GO:0008354	germ cell migration
      1 GO:0008365	adult chitin-based cuticle development
      1 GO:0008374	O-acyltransferase activity
      1 GO:0008375	acetylglucosaminyltransferase activity
      1 GO:0008378	galactosyltransferase activity
      1 GO:0008407	chaeta morphogenesis
      1 GO:0008417	fucosyltransferase activity
      1 GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity
      1 GO:0008444	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
      1 GO:0008446	GDP-mannose 4,6-dehydratase activity
      1 GO:0008452	RNA ligase activity
      1 GO:0008460	dTDP-glucose 4,6-dehydratase activity
      1 GO:0008465	glycerate dehydrogenase activity
      1 GO:0008478	pyridoxal kinase activity
      1 GO:0008486	diphosphoinositol-polyphosphate diphosphatase activity
      1 GO:0008490	arsenite secondary active transmembrane transporter activity
      1 GO:0008535	respiratory chain complex IV assembly
      1 GO:0008542	visual learning
      1 GO:0008574	ATP-dependent microtubule motor activity, plus-end-directed
      1 GO:0008582	regulation of synaptic growth at neuromuscular junction
      1 GO:0008586	imaginal disc-derived wing vein morphogenesis
      1 GO:0008623	CHRAC
      1 GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage
      1 GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress
      1 GO:0008645	hexose transmembrane transport
      1 GO:0008655	pyrimidine-containing compound salvage
      1 GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase activity
      1 GO:0008677	2-dehydropantoate 2-reductase activity
      1 GO:0008709	cholate 7-alpha-dehydrogenase activity
      1 GO:0008794	arsenate reductase (glutaredoxin) activity
      1 GO:0008795	NAD+ synthase activity
      1 GO:0008830	dTDP-4-dehydrorhamnose 3,5-epimerase activity
      1 GO:0008831	dTDP-4-dehydrorhamnose reductase activity
      1 GO:0008863	formate dehydrogenase (NAD+) activity
      1 GO:0008883	glutamyl-tRNA reductase activity
      1 GO:0008893	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity
      1 GO:0008901	ferredoxin hydrogenase activity
      1 GO:0008941	nitric oxide dioxygenase activity
      1 GO:0008977	prephenate dehydrogenase (NAD+) activity
      1 GO:0008988	rRNA (adenine-N6-)-methyltransferase activity
      1 GO:0009041	uridylate kinase activity
      1 GO:0009047	dosage compensation by hyperactivation of X chromosome
      1 GO:0009048	dosage compensation by inactivation of X chromosome
      1 GO:0009051	pentose-phosphate shunt, oxidative branch
      1 GO:0009088	threonine biosynthetic process
      1 GO:0009092	homoserine metabolic process
      1 GO:0009093	cysteine catabolic process
      1 GO:0009095	aromatic amino acid family biosynthetic process, prephenate pathway
      1 GO:0009113	purine nucleobase biosynthetic process
      1 GO:0009134	nucleoside diphosphate catabolic process
      1 GO:0009136	purine nucleoside diphosphate biosynthetic process
      1 GO:0009137	purine nucleoside diphosphate catabolic process
      1 GO:0009139	pyrimidine nucleoside diphosphate biosynthetic process
      1 GO:0009140	pyrimidine nucleoside diphosphate catabolic process
      1 GO:0009143	nucleoside triphosphate catabolic process
      1 GO:0009148	pyrimidine nucleoside triphosphate biosynthetic process
      1 GO:0009151	purine deoxyribonucleotide metabolic process
      1 GO:0009164	nucleoside catabolic process
      1 GO:0009180	purine ribonucleoside diphosphate biosynthetic process
      1 GO:0009181	purine ribonucleoside diphosphate catabolic process
      1 GO:0009186	deoxyribonucleoside diphosphate metabolic process
      1 GO:0009188	ribonucleoside diphosphate biosynthetic process
      1 GO:0009189	deoxyribonucleoside diphosphate biosynthetic process
      1 GO:0009191	ribonucleoside diphosphate catabolic process
      1 GO:0009193	pyrimidine ribonucleoside diphosphate metabolic process
      1 GO:0009195	pyrimidine ribonucleoside diphosphate catabolic process
      1 GO:0009196	pyrimidine deoxyribonucleoside diphosphate metabolic process
      1 GO:0009197	pyrimidine deoxyribonucleoside diphosphate biosynthetic process
      1 GO:0009202	deoxyribonucleoside triphosphate biosynthetic process
      1 GO:0009203	ribonucleoside triphosphate catabolic process
      1 GO:0009211	pyrimidine deoxyribonucleoside triphosphate metabolic process
      1 GO:0009212	pyrimidine deoxyribonucleoside triphosphate biosynthetic process
      1 GO:0009214	cyclic nucleotide catabolic process
      1 GO:0009215	purine deoxyribonucleoside triphosphate metabolic process
      1 GO:0009222	pyrimidine ribonucleotide catabolic process
      1 GO:0009228	thiamine biosynthetic process
      1 GO:0009229	thiamine diphosphate biosynthetic process
      1 GO:0009235	cobalamin metabolic process
      1 GO:0009237	siderophore metabolic process
      1 GO:0009298	GDP-mannose biosynthetic process
      1 GO:0009299	mRNA transcription
      1 GO:0009309	amine biosynthetic process
      1 GO:0009328	phenylalanine-tRNA ligase complex
      1 GO:0009336	sulfate adenylyltransferase complex (ATP)
      1 GO:0009337	sulfite reductase complex (NADPH)
      1 GO:0009368	endopeptidase Clp complex
      1 GO:0009378	four-way junction helicase activity
      1 GO:0009395	phospholipid catabolic process
      1 GO:0009407	toxin catabolic process
      1 GO:0009413	response to flooding
      1 GO:0009423	chorismate biosynthetic process
      1 GO:0009437	carnitine metabolic process
      1 GO:0009453	energy taxis
      1 GO:0009504	cell plate
      1 GO:0009514	glyoxysome
      1 GO:0009528	plastid inner membrane
      1 GO:0009543	chloroplast thylakoid lumen
      1 GO:0009554	megasporogenesis
      1 GO:0009583	detection of light stimulus
      1 GO:0009594	detection of nutrient
      1 GO:0009597	detection of virus
      1 GO:0009637	response to blue light
      1 GO:0009638	phototropism
      1 GO:0009647	skotomorphogenesis
      1 GO:0009650	UV protection
      1 GO:0009683	indoleacetic acid metabolic process
      1 GO:0009684	indoleacetic acid biosynthetic process
      1 GO:0009687	abscisic acid metabolic process
      1 GO:0009688	abscisic acid biosynthetic process
      1 GO:0009695	jasmonic acid biosynthetic process
      1 GO:0009696	salicylic acid metabolic process
      1 GO:0009697	salicylic acid biosynthetic process
      1 GO:0009712	catechol-containing compound metabolic process
      1 GO:0009720	detection of hormone stimulus
      1 GO:0009726	detection of endogenous stimulus
      1 GO:0009729	detection of brassinosteroid stimulus
      1 GO:0009734	auxin-activated signaling pathway
      1 GO:0009739	response to gibberellin
      1 GO:0009757	hexose mediated signaling
      1 GO:0009785	blue light signaling pathway
      1 GO:0009808	lignin metabolic process
      1 GO:0009809	lignin biosynthetic process
      1 GO:0009813	flavonoid biosynthetic process
      1 GO:0009832	plant-type cell wall biogenesis
      1 GO:0009838	abscission
      1 GO:0009840	chloroplastic endopeptidase Clp complex
      1 GO:0009846	pollen germination
      1 GO:0009851	auxin biosynthetic process
      1 GO:0009853	photorespiration
      1 GO:0009862	systemic acquired resistance, salicylic acid mediated signaling pathway
      1 GO:0009870	defense response signaling pathway, resistance gene-dependent
      1 GO:0009881	photoreceptor activity
      1 GO:0009882	blue light photoreceptor activity
